"feature","beta","psi","plotted_label"
"материал",0.0603784687753272,-0.0642976036565228,NA
"международный",-0.0267247327609549,-0.39150752709583,NA
"меняться",-0.0162751610778205,-1.46717333785587,NA
"местный сообщество",-0.0343137413840902,-2.36711908385222,NA
"механизм",-0.0734267845893359,-0.177816308518838,NA
"мир",0.162590661126834,-0.255184979513733,NA
"многочисленный",0.0163029554212796,-2.14346913965973,NA
"монография",0.26111871438501,-1.84736702801298,NA
"музей",0.936459141120142,-2.53427961465977,NA
"написать",0.339810433854103,-2.09005309732205,NA
"напротив",0.00922235025937775,-2.11926780739895,NA
"народный",0.225386882847659,-2.43437230276831,NA
"наряду",-0.0727471846784217,-1.84082233080282,NA
"насилие",0.289695949193619,-1.2724213931293,NA
"научный",-0.0589261454672226,0.115859704139241,NA
"национальный",0.00136524643660273,-0.303952678158354,NA
"небольшой",-0.123535641530433,-2.04045091727011,NA
"независимый",0.140846704486037,-1.98816601229388,NA
"нередко",0.181715835935547,-2.2757047794889,NA
"новый",0.11067672413754,0.799518683719321,NA
"обеспечивать",-0.151133207708677,-0.833850956470034,NA
"образ",0.178092027758638,0.366169643490197,NA
"общественный",-0.124570452392356,0.138492593639448,NA
"объединять",0.131149008740216,-1.43230217497595,NA
"обычно",0.319280135827544,-2.28016270401709,NA
"опираться",0.133672261153341,-0.722636586078522,NA
"опора",0.0341817091025858,-1.88976828072432,NA
"определенный",0.0206844971324151,-0.512984294890583,NA
"опыт",0.0614123323758028,0.0966310442725891,"опыт"
"организация",-0.0290708475519037,0.413320972537442,NA
"организованный",0.0614556236940525,-2.31374767084653,NA
"организовывать",0.290461109071359,-2.36671231378933,NA
"остальной",-0.199522311567508,-2.25780835825349,NA
"отвечать",0.146359141759643,-1.37546299559775,NA
"отмечать",-0.0515176236917841,-0.859427938148271,NA
"относительно",-0.274810775558899,-0.770264959191332,NA
"относиться",-0.229557509765326,-1.08584679149621,NA
"отражать",-0.137383984580274,-0.840061550443134,NA
"охарактеризовать",-0.111175560422044,-2.08352972914849,NA
"память",0.854101921742414,-1.515453540898,"память"
"парадигма",-0.034680122295121,-1.30408252337174,NA
"первый",0.0530898417482391,0.340560473173466,NA
"период",-0.115358388466613,0.0727987563292595,NA
"петербург",0.0767779910250895,-0.887103098329452,NA
"поведение",-0.338506116609958,0.0414472847738226,"поведение"
"повседневность",0.135376216372755,-1.68720161049401,NA
"подход",0.0504406216483009,0.679913825782563,"подход"
"поле",0.2900474297562,-0.742003946651842,"поле"
"полевой",0.503170908393751,-2.15066185359458,NA
"политик",0.116949163034575,-2.02177929177932,NA
"политический",0.178436340209319,0.717042513071229,NA
"получать",-0.279674995177625,0.318577034451552,NA
"попытка",0.162918602564685,-0.31281407480363,NA
"пора",0.247357756660277,-1.83225098641745,NA
"посвящать",0.0020506838535325,0.559045939029337,NA
"поставлять",0.194827031180821,-1.67441868734625,NA
"постсоветский",0.281708444688138,-1.43949236741763,NA
"постсоветский период",0.0778138601618021,-2.46183318136741,NA
"поток",0.0878299462923567,-2.01279086963341,NA
"предприниматель",-0.0392679507819888,-1.47721225473051,NA
"представлять",-0.0700930940967559,1.06414177793017,NA
"призывать",0.290767181586856,-2.3180320484749,NA
"пример",0.0992712480317117,-0.0586275524343998,NA
"проводить",-0.418213017228099,0.558226182982766,NA
"проект",0.128321838793641,-0.0448025003044725,NA
"происходить",-0.0293578718637685,-0.093670610401475,NA
"пространство",0.138830129175178,0.0748644589597089,NA
"протяжение",0.109049458218664,-1.82989677097575,NA
"проходить",0.0767329550676926,-1.53905601308526,NA
"процесс",-0.0574010539336309,0.923891425482064,NA
"работа",-0.0513057820484441,1.1262017494359,"работа"
"работать",-0.112089162309343,-0.67009849114041,NA
"раздел",0.255005932817097,-2.70055101368618,NA
"различный",-0.0962145625766507,0.242231253179415,NA
"разнообразный",0.0477989720501671,-1.75832448508505,NA
"разработка",-0.228169826504297,-0.567325789008258,NA
"рассматривать",-0.00289625809630776,0.628876617988945,NA
"рассматриваться",-0.0964430346097615,1.17675449889603,NA
"расти",-0.297818174381301,-1.49910527515116,NA
"регион",-0.568154007839363,0.0151059481202524,NA
"результат",-0.289084930933149,0.913351826300246,"результат"
"реконструировать",0.152959888721481,-2.55042278880797,NA
"российский",-0.0416561475960719,0.712555109472537,NA
"рубеж",0.142610491221342,-1.87567354816999,NA
"санкт",0.0297054423602287,-0.900758880891506,NA
"сборник",0.9589117853374,-2.96808596709024,NA
"свидетельство",0.565495334339481,-2.81187223668391,NA
"свой",0.0494723279541849,1.00340920664232,NA
"связывать",-0.0255844322862676,0.369707489818546,NA
"связь",-0.142779370897478,0.463878147332147,"связь"
"сей",0.254283833119335,-2.05032346408715,NA
"символ",0.377730412163416,-2.29214262044455,NA
"система",-0.0447623375933944,0.44686151263465,NA
"ситуация",-0.150490002842468,0.378034084506876,NA
"следующий",-0.0951492456229548,-1.11615011092716,NA
"сложный",0.0343023592685101,-0.907771927783816,NA
"собирать",0.291663439982509,-1.73755246709259,NA
"собственный",0.0887765651162682,-0.415361119315627,NA
"советский",0.534513791570667,-0.405709627700716,NA
"современный",0.059958652744901,0.669286303708805,NA
"солидарность",-0.0215586112832741,-1.38381623589457,NA
"сопротивление",0.428143581052659,-2.36008537383767,NA
"социально",-0.360006362246037,0.807712728383814,NA
"социальный",-0.0508443093032578,1.13046670266423,NA
"социологический",-0.0705986113951553,0.0857032740047918,NA
"социологический исследование",-0.397503993172801,-0.349244842296151,NA
"социология",-0.00536245981502064,0.641199741101651,NA
"спектр",0.021088747602927,-2.4503164358643,NA
"способ",0.125840123376378,-0.121528455005666,NA
"среда",-0.139322292805835,-0.284235093693296,NA
"становиться",0.168090984557505,0.727984264516312,NA
"статья",-0.0763448880758066,2.06785736571349,"статья"
"стереотип",-0.129502991332445,-1.63278481276152,NA
"столетие",0.272222635102838,-2.66330166749712,NA
"столица",-0.0992809718635064,-2.35384396420589,NA
"сторона",0.108094656718059,0.31134670231978,NA
"страна",-0.195576777469948,0.791464454715312,NA
"существовать",0.20406838678981,-0.548684959442637,NA
"считать",-0.0216623914580241,-0.951112779695183,NA
"тема",0.234678931046682,-0.52579168176961,NA
"тематика",-0.36960067990129,-1.92379638297916,NA
"территория",-0.0465337498554948,-0.570816137792705,NA
"традиция",0.149029040669727,-0.609793807017322,NA
"трансформация",0.0326271074960247,-0.259024838946651,NA
"третий",0.0120415597361242,-1.11274016048966,NA
"труд",-0.0879641986625131,-0.0955234932473818,"труд"
"уникальный",0.245240372182218,-1.9243434720003,NA
"участник",0.187920272774526,-0.271010884475185,NA
"ученый",0.140996844166893,-0.76124330806334,NA
"фонд",-0.493838345955801,-1.73455148400598,NA
"форма",0.0568193737529261,0.311926376611623,NA
"французский",0.480279354232189,-2.44477981528358,NA
"центр",-0.171929967033717,-0.460493046225093,NA
"четкий",0.0596913749040189,-2.51998680075476,NA
"чиновник",-0.0225074096279262,-2.13717143119444,NA
"число",-0.211677406045028,0.0427222843646452,NA
"школа",-0.155779689698608,-0.389043878643085,NA
"эволюция",0.064729928814818,-1.11524597327747,NA
"эссе",0.944379485628244,-3.12761817935104,NA
"этнический",-0.189286557782712,-0.576307613105502,"этнический"
"этнос",-0.304827045676975,-2.51790399965378,NA
"это",0.0671303127666427,0.979888173344247,NA
"южный",-0.238271641048582,-2.26709400224157,NA
"являться",-0.0352323264000183,1.06590961498072,NA
"активность",-0.363951473029398,-0.674783144142164,NA
"бедность",-0.619321546942971,-1.54390441106812,"бедность"
"благо",0.102497755854808,-1.69506275606765,NA
"благосостояние",-0.307817118465303,-1.81582964387825,"благосостояние"
"взаимосвязь",-0.3631565062647,-0.850497262099004,NA
"видеть",0.0736406909449391,-2.06418670586068,NA
"включать",-0.0248334271607772,-0.261461947364796,NA
"внимание",0.068266226192716,-0.102548168174695,NA
"внутренний",-0.0449530872050814,-0.742473033727935,NA
"возможность",-0.192111724127024,0.594512094674994,NA
"выделять",-0.225993971711392,-0.0900221512847251,NA
"выходить",0.274822956310414,-1.52807486252039,NA
"германия",0.387560553860307,-1.88882295937036,NA
"государственный университет",-0.666171148107687,-2.81745593496358,NA
"гражданский общество",-0.228280736163543,-1.22950115814664,NA
"гражданский участие",-0.146075047836998,-2.41315627141233,NA
"давать",-0.186767938418381,-0.303425135539035,NA
"демократический",0.0414203516494463,-1.66755876893502,NA
"должно",0.111389890057312,-2.49828486904048,NA
"духовный",-0.0021443718336442,-1.97063318272767,NA
"европа",0.132191902136664,-1.70257181472408,NA
"европейский",0.160431719965748,-1.06255875677553,NA
"значимость",-0.308654653883685,-0.723014724422112,NA
"изучаться",-0.322059494288799,-1.86021411279326,NA
"именно",0.202838052159864,-0.656570807040184,NA
"исследование автор",-0.00789761785324578,-2.12005063409094,NA
"каждый",-0.0779232802331142,-0.518669339267757,NA
"категория",0.0734922846054348,-0.43809396283933,NA
"кейс",0.320558335434964,-1.36817267123543,"кейс"
"ключевой",-0.00640008933144477,-0.266494189295352,NA
"книга",0.687555246073137,-0.918586450448449,NA
"комплексный",-0.26647440936186,-1.29812814492949,NA
"концепция",0.129364504324572,0.217956278655455,NA
"корея",-0.443827159502863,-2.78215745959905,NA
"массовый информация",0.133364199057315,-2.35765839591486,NA
"методологический подход",-0.388849350217453,-2.27847834491773,NA
"мнение автор",-0.0480006945127894,-1.75716566295726,NA
"мочь",0.0837890147594469,0.735217718126649,NA
"мысль",0.184754392618914,-1.99375750422396,NA
"название",0.391316109742024,-2.24512708535426,NA
"называть",0.259806398065102,-0.866510617076294,NA
"наиболее",-0.30447125863245,0.0513752612401314,NA
"намерение",-0.571003166700653,-2.48488645901801,NA
"несколько",0.19810862505786,-0.74288517368895,NA
"оба",0.0545696689417942,-1.32943927410727,NA
"общий",-0.182894224025856,0.0836515547136399,NA
"объем",-0.449596519473506,-1.57318374982563,NA
"ограничение",-0.148092025974274,-0.752566263343212,NA
"основный",-0.124854161938837,-2.101127563871,NA
"отдельный",-0.000950042807151243,-0.633557975561383,NA
"переходный",0.0934678760448606,-2.62266620123665,NA
"петербургский",0.105100830351112,-2.38654457051168,NA
"подчеркивать",0.0681324785055455,-1.64261190661539,NA
"позиция",-0.076607450038346,-0.0271906550297418,NA
"политика",0.1579175586407,0.0105451242812414,NA
"полноценный",0.0185587759009854,-2.49642697797413,NA
"половина",-0.132171307658025,-1.55849001854611,NA
"построение",0.0272191166799721,-1.19423755611175,NA
"потребитель",0.154036185018054,-1.39926131220967,NA
"потребительский",0.182236413630073,-1.65234000354087,NA
"преодоление",-0.124750981368041,-1.01106159247108,NA
"претендовать",0.241428540660994,-2.62914978226377,NA
"приводиться",-0.392357671569893,-0.916251928259575,NA
"применение",-0.239337733814903,-0.560458326788249,NA
"проводиться",-0.126206821783298,-0.709814681636837,NA
"прогресс",-0.0512693539291165,-2.15602629729474,NA
"производство",0.278870137443364,-0.630760319308879,NA
"развитие",-0.177778300497035,0.877443476425818,NA
"раскрывать",-0.177661651388548,-1.25015708474967,NA
"распространять",-0.00620265143057286,-1.5399509548367,NA
"рассмотрение",0.050292436057447,-0.966243491744086,NA
"результат исследование",-0.484640170506726,-0.357103618414653,NA
"самоидентификация",-0.172214172456205,-2.13341091704722,NA
"свет",0.40603317305083,-2.26000026448382,NA
"скоро",0.191838376100668,-1.48085246542953,NA
"содержать",-0.0625308394049465,-1.63832290834426,NA
"состояние",-0.286600010272396,-0.332473860771481,NA
"социальный политика",-0.308598499541097,-1.14972118952604,NA
"социальный пространство",0.0687395262397559,-2.04894677621152,NA
"сравнительный",-0.267465406906941,-1.87353272267636,NA
"средство массовый",0.0338611374886443,-2.17664864677778,NA
"ставить",0.270529329544293,-1.59371420734272,NA
"сфера",-0.199768284907937,0.294258162717815,NA
"творческий",0.0453009933369691,-1.71456705563528,NA
"тезис",0.337402271027425,-1.5865730873372,NA
"университет",-0.199910621769578,-0.692156868859595,NA
"устойчивый",-0.200570513512823,-1.12660204136573,NA
"характер",-0.170085477291987,0.113064419441192,NA
"хотеть",0.116381686459986,-2.6375622059156,NA
"цель",-0.0586688104594604,0.180722050327433,NA
"читатель",0.468101235886997,-1.97554009500953,NA
"явление",-0.058836964669856,-0.759904354926754,NA
"авторитарный",0.17406698769842,-2.5166905315332,NA
"академический",0.0533872858668891,-0.91009930156525,NA
"активно",0.056831933817468,-1.3892452237709,NA
"активный",-0.263927257521707,-0.57503097748317,NA
"анализироваться",-0.277626142922408,0.544776255480621,NA
"аппарат",0.303375841814801,-2.100844044789,NA
"аспект",-0.0971616507411004,-0.265329823359288,NA
"аудитория",0.0658987674592997,-1.34790306271382,NA
"бизнес",-0.0936253800410735,-0.539889949207677,NA
"биографический интервью",-0.0603196171537831,-2.60072655007501,NA
"биография",0.181872639219772,-2.40522841105441,"биография"
"благополучие",-1.06436548764451,-1.85527213766015,"благополучие"
"больший",-0.219758215733066,-1.60379660929801,NA
"брак",-0.705301444323583,-1.38712544564903,NA
"будущее",-0.356582663384283,-0.901415820457227,NA
"важный",-0.0214098652791845,0.0251117898309667,NA
"введение",-0.0646757500667528,-1.78133455513987,NA
"вводить",0.0493903380449732,-2.11056789939774,NA
"вести",-0.0125257143338035,-1.45044874938116,NA
"взаимный",0.245211814911588,-1.9774937798488,NA
"взрослый",-0.717264411767011,-1.69798217778568,NA
"властный",0.126302466722506,-2.01528324090549,"властный"
"возникновение",0.0987710800392517,-1.0736610571736,NA
"возраст",-0.611015386708842,-0.544808284595406,NA
"возрастать",-0.296711331106123,-1.60170848835011,NA
"воспитание",-0.424274507011233,-1.77578074909418,NA
"восприятие",-0.239422424474688,-0.399432645969741,NA
"воспроизводство",-0.124631946881099,-1.19255782663931,NA
"время",0.0242339455344248,0.406541737505485,NA
"всемирный",-0.169311243112332,-2.35568734149778,NA
"всероссийский",-0.389261480294913,-2.14104862519509,NA
"выбирать",-0.213895603088401,-1.31532691371344,NA
"выбор",-0.285539499583676,-0.270004726598698,NA
"вывод",-0.193317417701561,0.439184947892317,NA
"вызывать",-0.0404760039829809,-0.990290539349024,NA
"вынужденный",-0.2465436033379,-2.21666149408303,NA
"выступать",-0.0608298338877221,-0.143240648022731,NA
"гендер",0.36032680337906,-2.42014149937631,NA
"гендерный",0.0726401920881126,-0.641810283687114,NA
"главный",0.0979407880994836,-0.799379222042175,NA
"глобальный",-0.0206413495223557,-0.419534339323297,NA
"город",0.174192006525542,0.158362164986956,NA
"городской",0.319575656045489,-0.354046591412107,NA
"дагестан",-0.64034140309952,-2.8039824056922,NA
"данные",-0.412630029550852,0.194707979200258,"данные"
"делать",0.205854678662462,-0.879812087788605,NA
"демографический",-0.665642695465236,-0.731175038084112,NA
"день",0.166873128772333,-1.83562864204162,NA
"детский",-0.363224311995311,-1.9652979645517,NA
"деятельность",-0.230041619092579,0.422882183046621,NA
"динамика",-0.413171182938986,-0.288369126654773,NA
"дискурсивный",0.372731792343578,-1.70337971145292,NA
"дисциплина",0.272810744329096,-1.38733423818069,NA
"доверие",-0.379165851432803,-0.410186561860882,"
доверие"
"должный",0.0792471675094439,-0.855250140393992,NA
"дом",0.236296439380076,-1.48088266165004,NA
"достижение",-0.122983998580776,-0.668118747300668,NA
"достоинство",0.0847138144732028,-2.62227005240421,NA
"единственный",0.185897546521381,-2.49486578081346,NA
"женский",0.187794775146736,-1.67328984222168,NA
"женщина",-0.154553725518828,-0.0238213197279869,NA
"жизненный",-0.674635584218014,-1.03528276326982,NA
"житель",-0.257088416163181,-0.480585481167334,NA
"журнал",0.29204587292364,-1.0648611060299,NA
"занимать",-0.0920576891480712,-1.04051712498819,NA
"зарубежный",-0.284092620864125,-1.10325254880499,NA
"зачастую",0.101701272342982,-1.95732952791805,NA
"здоровье",-0.641229060301621,-0.439273350496163,NA
"здравоохранение",-0.318843561989913,-1.51374573205657,NA
"значение",0.0222057024556231,-0.290455313776659,NA
"играть",0.135979850883895,-1.06813863922016,NA
"идеология",0.347684412934794,-1.31441877269276,NA
"идея",0.175560623171676,-0.0721858504323326,NA
"издание",0.287132974119879,-1.84824064735187,NA
"изменение",-0.169021667717661,0.534593069793806,NA
"изменять",0.0142388111525476,-1.78146503829534,NA
"имплицитный",-0.156503317119684,-2.42578005480979,NA
"индивид",-0.122219976209026,-0.657057988837216,NA
"институт",-0.0803877915285771,-0.0550667811605757,NA
"институционализация",-0.00296711242452046,-1.99875466142791,"институционализация
"
"интеграция",-0.140397896003465,-0.891934400553236,"
интеграция"
"интеллигенция",0.320896728158963,-2.45932418716368,NA
"интервью",-0.00429228513773071,-0.30293842099866,NA
"интересный",0.150553658855812,-2.24399438332384,NA
"интернет",-0.0675100330132346,-0.428031139196158,NA
"искать",0.161605015562517,-2.445951754226,NA
"исследовать",-0.0224475029738109,-1.04699577812117,NA
"исследоваться",-0.17717525456564,-1.0285163699709,NA
"капитализм",0.614523105968178,-1.33980650749448,NA
"качество",-0.145543474654545,0.633649236195782,NA
"коммуникация",0.0797544574743311,-0.451641783371231,"коммуникация"
"контакт",-0.118343219109355,-1.72775795883869,NA
"конференция",0.143442330170236,-2.23417873840955,NA
"критика",0.582892911018211,-1.44478707025043,NA
"кроме",-0.0746537151304076,-1.07662885342662,NA
"круг",0.130409849917662,-1.80786765579405,NA
"либеральный",0.137891869626136,-1.85044774372269,NA
"литература",0.282712711289788,-1.12025957007206,NA
"личный",-0.13863496242168,-0.715736467932286,NA
"маскулинность",0.0261330455074695,-2.48453093549921,NA
"масса",0.259303895417033,-2.05152942013102,NA
"материнство",0.155318844270187,-2.24454694393251,NA
"мать",-0.33223071255007,-1.46601949715042,NA
"медиа",0.291448136479828,-1.41507841215436,NA
"межэтнический",-0.802892604719038,-2.13841251336361,NA
"менее",0.0620614922006423,-0.910203904063673,NA
"место",0.186649560037084,-0.158048176313841,NA
"мигрант",-0.169350535752915,-0.237892654096998,"мигрант"
"миграция",-0.115004705925896,-0.692871773228952,NA
"мировой",-0.140422532514523,-0.943679749671171,NA
"младший",-0.462502655500287,-2.77568579502702,NA
"многий",0.0923425496324989,-0.686978254001588,NA
"мобильность",-0.263778419937972,-1.27417157667282,NA
"мобильный",0.0503117555700012,-2.134812285112,NA
"модель",-0.0642238543759465,0.606866323550899,"модель"
"модерн",0.356857855303328,-2.14969267550662,NA
"молодой",-0.425223861313318,-0.487176952294195,NA
"момент",0.167202585656032,-1.37797161952049,NA
"мужчина",-0.422873474906661,-1.05118097609536,NA
"наблюдение",0.185626487087188,-0.908766620976003,NA
"навык",-0.539234783281702,-1.4093712334981,NA
"наоборот",0.11300400867626,-2.39765900525426,NA
"население",-0.494903252111328,0.380156358114582,NA
"наследие",0.385606251995856,-1.72864422468124,NA
"наука",0.0455987517005337,-0.0333610223149352,NA
"находить",0.0667144121282694,-1.19744375031575,NA
"начало",0.190560495554441,-0.593015064461445,NA
"начинаться",0.0761884569197023,-2.08737239764423,NA
"наш",0.0236950722910614,-0.623766142570409,NA
"несмотря",0.0366394947313789,-0.58863360859659,NA
"нижний",-0.320414206657164,-2.60576314666344,NA
"новый социальный",-0.0825206353690527,-2.21946905695421,NA
"номер",0.454239580259065,-2.67981570083093,NA
"норма",-0.0333071608874397,-0.677729429794807,NA
"нормативный",-0.160899901244835,-0.942628493105615,NA
"обладать",-0.105357209532541,-1.02639704507415,NA
"обозначать",-0.0400786078420986,-0.957467110763619,NA
"обсуждать",0.159278027556208,-1.84067680856879,NA
"обсуждаться",0.0452897756461106,-0.783243149483226,NA
"общение",-0.437479355762991,-1.33260437840301,NA
"общество",-0.0751928147628943,0.96648661247898,NA
"община",-0.00883312303733061,-2.28617942920337,NA
"объединение",-0.113353039293524,-1.65478249469311,NA
"объект исследование",-0.0650349249546676,-2.21743470073659,NA
"обязанность",-0.37020277054652,-2.26317630770338,NA
"одновременно",0.122747098603803,-1.36194598794843,NA
"оказываться",0.198910354526109,-0.315577634729902,NA
"описание",0.239062245896812,-0.760746873963443,NA
"описывать",-0.00319838335555016,-0.283808484377037,NA
"оппозиция",0.360332585797798,-2.37973936251411,NA
"ориентироваться",-0.19407092526038,-2.64895113002169,NA
"осмысление",0.185109862245054,-1.36181514572185,NA
"основывать",-0.0528843573315345,-0.364707474661085,NA
"особенность",-0.280511134135893,0.44332977631317,NA
"особый",0.0583805269303564,-0.674645738629975,NA
"оставаться",0.0365809736257705,-0.554902039287117,NA
"отказываться",0.449495181441188,-2.61515565426526,NA
"отношение",-0.107970360525611,1.07102184709006,NA
"официальный",0.185706307015224,-1.2973272194134,NA
"очевидный",0.14428577426588,-2.28978352493433,NA
"партийный",0.0609004081652612,-2.56950189414415,NA
"партия",0.0356866157532842,-1.82188702451698,NA
"партнер",-0.214406114228721,-2.1668985914237,NA
"партнерство",-0.239238413996626,-2.39182322427873,NA
"первичный",-0.304454102233599,-2.09768998425861,NA
"переход",-0.218616085169529,-0.633764574626134,NA
"переходить",0.0690251410176079,-2.53230838533048,NA
"повод",0.233426885996511,-1.61303903248606,NA
"повседневный",0.107587980103502,-0.703106295791807,"
повседневный"
"повышение",-0.51710274566248,-1.06341326500938,NA
"повышенный",-0.180095666649553,-2.41976757165909,NA
"позволять",-0.00524959723114678,0.787656989615685,NA
"поиск",-0.0322370875469145,-0.792606314822693,NA
"пока",0.0128572379459416,-1.66302068848653,NA
"показывать",-0.139447175100246,1.12775776879225,NA
"поколение",-0.303122389223486,-0.70843243444938,NA
"полевой исследование",0.540359865157041,-2.52105160718328,NA
"положение",-0.199135420784343,-0.400737112818914,NA
"понимание",0.0598315893317723,-0.187862924194962,NA
"понятие",0.0911017450114825,0.159695192088109,NA
"порядок",0.282220845872237,-1.17269842736675,NA
"последний год",-0.00483568764774487,-1.11637869103641,NA
"постепенно",0.192602878855361,-2.00203790875622,NA
"постоянный",-0.00203401256977768,-1.62383422187458,NA
"потребность",-0.391711248545865,-0.806256255180037,NA
"появление",0.0458003869974776,-1.37011250880504,NA
"право",0.152262604692309,-0.286071491296923,NA
"правовой",-0.0716035506440245,-0.637505923247942,NA
"практика",0.193803144784589,0.666228378989552,"практика"
"предполагать",0.168761317630975,-0.688263353220259,NA
"представитель",-0.0910806090865287,-0.191320269738163,NA
"представление",-0.115281956171433,0.178940941051341,NA
"представляться",0.083909328012863,-1.59457467268714,NA
"предыдущий",-0.0110582256454666,-2.20415642341477,NA
"преемственность",-0.0890707298836592,-2.52888903033486,NA
"препятствовать",-0.255502618445697,-1.84072275623402,NA
"приватный",0.309132883455803,-2.64700842795908,NA
"признак",-0.473796655470428,-1.23589435125612,NA
"принимать",-0.0635219981385418,-0.328380453854466,NA
"принципиально",0.173008087573541,-2.31252221121052,NA
"принятие решение",-0.175027109139635,-1.86330308536403,NA
"приобретать",0.0167181037110415,-1.31544348812667,NA
"причина",-0.102609490419113,-0.0730159142589433,NA
"проблема",-0.120567960360698,1.06145675536067,NA
"продолжать",0.145432599013679,-1.44581743490022,NA
"пространственный",0.269992683878931,-1.61686772006494,NA
"профессиональный",-0.417994791706526,0.0748173412756092,NA
"профессиональный сообщество",0.270981848747213,-2.56005773696007,NA
"профессор",0.288559704179234,-2.37622503509802,NA
"проявляться",-0.120752940265457,-1.13155989054149,NA
"публичный",0.342973189934382,-1.1277578257817,NA
"публичный сфера",0.513975034612604,-2.7930333018196,NA
"равный",-0.120752955031116,-2.10047116851274,NA
"разговор",0.558371328990326,-2.63125096582913,NA
"разделять",0.0522767860263644,-1.62268065605553,NA
"размышление",0.351028314628423,-2.60961251942761,NA
"разный",0.00318079091068983,0.0283115637799477,NA
"разрыв",0.0172944533711148,-1.49518437985404,NA
"рамка",0.0470897210783645,0.247030493110182,"рамка"
"расширение",-0.0869838660192565,-1.27152973146866,NA
"ребенок",-0.422313355028534,0.359170303851818,"ребенок"
"результат эмпирический",-0.33515374878785,-1.82448685989746,NA
"репродуктивный",-0.240253218825707,-1.89673127025123,NA
"республика",-0.531175704062604,-0.859512605741479,NA
"реформа",0.143392901179382,-0.857468797070912,NA
"решение",-0.0256549432275309,-0.10698320161676,NA
"ритуал",0.446555122550804,-2.47851307489022,NA
"родитель",-0.416152545959556,-0.509258046859354,NA
"родительский",-0.462269278353777,-1.75548986583279,NA
"родительство",-0.205419482454408,-1.80524841790211,NA
"роль",-0.0422664728082434,0.457830313741329,NA
"россия",-0.127755530213523,1.15649520323842,NA
"русский язык",0.824521316893406,-1.96109094161376,NA
"рыночный",0.118080405072005,-1.43120367527224,NA
